web_scraper_order,web_scraper_start_url,links,question_links,question,anwer
"1775041639-57","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127569996","https://epson.com/faq/SPT_C11CJ67201~faq-000048f-et2400?faq_cat=faq-8796127569996","My scanning software doesn't work properly in Windows or on my Mac. What should I do?","If your scanning software does not operate correctly, try these solutions:      Make sure your computer has adequate memory and meets the system requirements for your operating system.    Make sure your computer is not running in a power-saving mode, such as sleep or standby. If so, wake your system and restart your scanning software.    If you upgraded your operating system but did not reinstall your scanning software, try reinstalling it.    In Windows, make sure your product is listed as a valid device in the Scanners and Cameras control panel.    Try scanning at a lower resolution or increase the free space on the computer's hard disk. Scanning stops if the total data size reaches the limit.    Use the Epson Scan 2 Utility on your computer to reset the scanner software settings. If resetting the settings does not solve the problem, uninstall and reinstall the scanner software."
"1775041642-58","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127569996","https://epson.com/faq/SPT_C11CJ67201~faq-000067e-et2400?faq_cat=faq-8796127569996","How do I scan a document with Epson ScanSmart?","You can scan and review documents and photos in Epson ScanSmart.    Note: The images in this guide show Windows screens. Mac screens may be slightly different. Depending on your product model and software version, not all options may be available.      Place your original on the product for scanning.    Open Epson ScanSmart on your computer. Do one of the following:      Windows 11: Click , then search for Epson ScanSmart and select it.      Windows 10: Click  > Epson Software > Epson ScanSmart.      Windows 8.x: Navigate to the Apps screen and select Epson ScanSmart.      Windows (other versions): Click  or Start, and select All Programs or Programs. Select Epson Software > Epson ScanSmart.      Mac: Open the Applications folder, open the Epson Software folder, and select Epson ScanSmart.    You see a screen like this:  
  
        Select an option for the Scan area setting, if necessary.    Note: The Scan area setting limits the scan area to a selected size starting at the placement arrow on the scanner bed. It does not scale the image to the selected size.      Select SCAN. The original is scanned. When scanning is complete, you see a screen like this:
  
    Note: To change between document or photo editing options, select Change Mode.      In Document Editing Mode, you can review, edit, or reorder the scanned images as follows:    Select + Scan to scan more originals.    Select Delete to delete selected scanned images.    Select Rotate Right to rotate each scanned image.    Select Crop to crop the selected image.    Control-click two images, select Stitch Images, and follow the on-screen instructions to combine them into a single image.        In Photo Editing Mode, the following enhancement options are available:      Auto Color Enhancement: automatically adjusts the brightness, contrast, and saturation of your photos      Restore Faded Colors: restores the colors in faded photos automatically      Remove Red Eye: automatically removes the red-eye effect from your photos      Auto Cropping: automatically crops the scanned image edges        When you finish reviewing and editing the scanned images, click Next. You see a screen like this:
  
    Select an option to save, send, or print the scanned images. See the links below.    Related tasks
  Saving a Scan
  Attaching a Scan to Email
  Sending a Scan to a Cloud Service
  Printing a Scan"
"1775041645-59","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127569996","https://epson.com/faq/SPT_C11CJ67201~faq-00005f5-et2400?faq_cat=faq-8796127569996","How do I scan to a SharePoint server or cloud service?","You can upload scanned images to a cloud service.    Make sure your originals are scanned and reviewed. See the link below.    In the Select Action window, click one of the cloud service send options. You see a screen like this:
  
    Log in to your account.    Note: You may need to allow Epson ScanSmart access to your account. The first time you log in, you may be prompted to enter an authentication code.      Change the settings as follows:    Select the folder in your account where you want to send the document.    The document type and scan date for the file name are automatically detected. You can change them as necessary.    You can save the scanned image in a variety of formats. If you select Searchable PDF as the File type setting, you can select the OCR (Optical Character Recognition) language.    If you also want to save a copy of the scanned image to your computer, click the checkbox.        Click Send.    Related tasks
  Scanning a Document or Photo in Epson ScanSmart"
"1775041648-60","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127569996","https://epson.com/faq/SPT_C11CJ67201~faq-00009d0-shared?faq_cat=faq-8796127569996","How do I decide which resolution to select when I scan from Epson Scan 2?","Use the guidelines below to select the resolution setting based on how you will use the scanned image.        E-mail/view on a computer screen/post on the web: 96 to 200 dpi      Print/Fax/Convert to editable text (OCR)/create searchable PDF: 200 to 300 dpi        Note: Higher resolution settings result in larger file sizes. For example, an 8.5 × 11-inch original scanned at 300 dpi can produce a 24MB file. The same original scanned at 72 dpi produces a 1.3MB file. Large files take longer to process and print, so consider the practical limitations of your computer system when selecting a resolution. To keep your file size manageable, select the lowest possible resolution that gives acceptable quality."
"1775041652-61","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127569996","https://epson.com/faq/SPT_C11CJ67201~faq-00009cf-shared?faq_cat=faq-8796127569996","How do I enlarge an image I scanned with Epson Scan 2?","You can enlarge your image in third-party image-editing software. To create a high-quality image, increase the Resolution setting of your scan by the amount that you want to increase the image size. For example, if you plan to double the size of a 300 dpi image, select 600 dpi as the Resolution setting in Epson Scan 2. Open the image in image-editing software, double the size of the image, and set the print resolution to 300 dpi."
"1775041655-62","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127569996","https://epson.com/faq/SPT_C11CJ67201~faq-00004c9-shared?faq_cat=faq-8796127569996","Scanning is slow to start when I select the Scan to Network Folder/FTP option on my product's control panel. What should I do?","To speed up scanning, use the computer or server's IP address (instead of the host name) in the location of the folder. Then try scanning again.      Example: \\123.456.7.890\network_folder"
"1775041658-63","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127569996","https://epson.com/faq/SPT_C11CJ67201~faq-00004cd-shared?faq_cat=faq-8796127569996","Can I scan from the product's control panel to my computer?","This is not an option on your product."
"1775041664-64","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127537228","https://epson.com/faq/SPT_C11CJ67201~faq-0000db1-et2400?faq_cat=faq-8796127537228","The photos I print on glossy photo paper smear after they are printed. What should I do?","To avoid smearing your photos, do not touch the printed side until the ink is completely dry. When printing on glossy photo papers, ink drying times increase considerably (humidity, temperature, and other environmental conditions can affect photo drying times). Moisture and oils from your skin can also affect print quality, so avoid rubbing or scratching the surface of your photos even after they dry.      Note: Try removing each sheet from the output tray as it is printed and do not touch the printed side until the ink is completely dry."
"1775041668-65","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127537228","https://epson.com/faq/SPT_C11CJ67201~faq-0000491-et2400?faq_cat=faq-8796127537228","My product is printing blank pages. What should I do?","Several factors may cause the product to print blank pages, such as print settings, low ink, or the product itself.
Check the following:

	Make sure the product is placed on a flat, stable surface that extends beyond the base in all directions. The product won't operate properly if it's tilted or at an angle.
	Make sure you're using paper that meets the product's specifications.
	Print a nozzle check pattern to see if any of the nozzles are clogged. Clean the print head, if necessary.
	 Follow the instructions in our Windows or Mac how-to video.
	Make sure the paper size, orientation, and layout settings in your printer software are correct.
	Make sure your document does not contain blank pages. If your printer software has a Preview option, you can check for blank pages before you print and remove them, if necessary.
	If you're printing from Windows or a Mac, you can select Skip Blank Page in your printer software. To select the setting, follow the steps below for your operating system.


Windows

 


	Do one of the following:
	
		Windows 11: Click , search for Settings and select it. Select Bluetooth & devices > Printers & scanners. Select your product name and select Printing preferences.
		Windows 10: Click  and select  (Settings) > Devices > Printers & scanners. Select your printer and select Manage > Printing preferences.
		Windows 8.x: Navigate to the Apps screen and select Control Panel > Hardware and Sound > Devices and Printers. Right-click your printer and select Printing Preferences.
		Windows 7: Click  and select Devices and Printers. Right-click your printer and select Printing Preferences.
		Windows Vista: Click  and select Control Panel (or point to Settings and select Control Panel). Select Printer (under Hardware and Sound) or Printers. Right-click your printer and select Printing Preferences.
	
	
	Click the Maintenance tab and click the Extended Settings button.
	Select Skip Blank Page.
	Click OK as necessary to save your settings.


Mac

 


	Open the  menu and select System Preferences.
	Select Print & Scan, Print & Fax, or Printers & Scanners, select your product, and then select Options & Supplies.
	Select Driver or Options.
	You see this screen:

	
	Set Skip Blank Page to On.
	Click OK.

Related concepts

Print Head Nozzle Check

Print Head Cleaning"
"1775041671-66","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127537228","https://epson.com/faq/SPT_C11CJ67201~faq-0000a25-et2400?faq_cat=faq-8796127537228","The position, size, or margins of my copy are incorrect. What should I do?","If the position, size, or margins of your copies are incorrect, try these solutions:      When placing originals on the scanner glass, make sure the original is placed correctly for scanning. Align the corner of the original with the corner indicated by the symbol on the scanner glass. If necessary, move the original away from the edges of the scanner glass slightly.    Make sure the paper is loaded in the correct direction."
"1775041674-67","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127537228","https://epson.com/faq/SPT_C11CJ67201~faq-00007fb-et2400?faq_cat=faq-8796127537228","My printout looks inverted, as if viewed in a mirror. What should I do?","If your printed image is inverted unexpectedly, try these solutions:      Turn off any mirror or inversion settings in your printing application.    Turn off the Mirror Image, Flip horizontally, or Reverse page orientation settings in your printer software. (This option has different names, depending on your operating system version.)    Related tasks
  Selecting Additional Layout and Print Options - Windows
  Selecting Print Layout Options - Mac"
"1775041676-68","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127537228","https://epson.com/faq/SPT_C11CJ67201~faq-00007f7-et2400?faq_cat=faq-8796127537228","My printout contains incorrect characters. What should I do?","If incorrect characters appear in your prints, try these solutions before reprinting:      Make sure any cables are securely connected at both ends.    In Windows, delete all jobs from the Windows Spooler. Click Print Queue on the Maintenance tab in the printer settings window, and cancel any stalled print jobs.    If your product is connected to a USB hub, connect it directly to your computer instead.    If incorrect characters still appear in your prints, try connecting your product using a different cable.    If your computer entered sleep mode the last time you printed, the next print job after your computer exits sleep mode may contain garbled characters. Print your document again.    Make sure you are using the printer software for this product. Check the product name at the top of the driver window.    Related tasks
  Selecting Basic Print Settings - Windows
  Selecting Extended Settings - Windows"
"1775041679-69","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127537228","https://epson.com/faq/SPT_C11CJ67201~faq-00007f9-et2400?faq_cat=faq-8796127537228","My printout has incorrect colors. What should I do?","See our Windows or Mac how-to video or follow or the instructions below.
If your printouts have incorrect colors, try these solutions:

	Make sure the paper type setting matches the paper you loaded.
	Make sure the Black/Grayscale or Grayscale setting is not selected in your printer software.
	If you selected Standard-Vivid (Windows) or Normal-Vivid (Mac) as the quality setting in the printer software, try selecting Standard (Windows) or Normal (Mac) instead.
	Run a nozzle check to see if any of the print head nozzles are clogged. Then clean the print head, if necessary.
	The ink levels may be low and you may need to refill the ink. Visually check the ink levels.
	After you print, the colors in your printout need time to set as the ink dries. During this time, the colors may look different than you expect. To speed up drying time, do not stack your printouts on top of each other.
	Your printed colors can never exactly match your on-screen colors. However, you can use a color management system to get as close as possible. Try using the color management options in your printer software.
	Select Custom as the Color Correction setting on the More Options tab of the printer software, then click Advanced. Try selecting a different Color Management setting.
	For best results, use genuine Epson paper.
	If you have not used the product for a long time, run the Power Cleaning utility.
	Note: Power Cleaning consumes a lot of ink, so run this utility only if you cannot improve print quality by cleaning the print head.

Related concepts

Print Head Nozzle Check

Print Head Cleaning

Power Cleaning

Related tasks

Checking Ink Levels on Your Product

Selecting Basic Print Settings - Windows

Selecting Basic Print Settings - Mac

Related references

Paper or Media Type Settings

Compatible Epson Papers

Related information

Refilling Ink"
"1775041682-70","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127537228","https://epson.com/faq/SPT_C11CJ67201~faq-00007fa-et2400?faq_cat=faq-8796127537228","My printout has incorrect margins. What should I do?","If your printed page has incorrect margins, try these solutions:      Make sure you selected the correct paper size settings in your printing program and printer software.    Make sure you selected the correct margins for your paper size in your printing program.    Make sure your paper is positioned correctly for feeding into the product.    When placing originals on the scanner glass, align the corner of the original with the corner indicated by the arrow. If the edges of the copy are cropped, move the original slightly away from the corner.    Clean the scanner glass and the document cover. If there is dust or stains on the glass, the copy area may extend to include the dust or stains.    Load paper in the correct direction and slide the edge guides against the edges of the paper.        You can use the preview option in your printer software to check your margins before you print.  Related tasks
  Selecting Basic Print Settings - Windows
  Selecting Basic Print Settings - Mac
  Related references
  Paper or Media Type Settings
  Related information
  Loading Paper"
"1775041684-71","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127537228","https://epson.com/faq/SPT_C11CJ67201~faq-00007f6-et2400?faq_cat=faq-8796127537228","My printout is blurry or smeared. What should I do?","See our Windows or Mac how-to video or follow or the instructions below.
If your printouts are blurry or smeared, try these solutions:

	Make sure your paper is not damp, curled, old, or loaded incorrectly in your product.
	Slide the edge guides to the edges of the paper.
	Use a support sheet with special paper, or load special paper one sheet at a time.
	Make sure your paper meets the specifications for your product.
	Use Epson papers to ensure proper saturation and absorption of genuine Epson inks.
	Do not load more than the recommended number of sheets. For plain paper, do not load above the line indicated by the triangle symbol on the edge guide.
	Make sure the paper type setting in your product software matches the type of paper you loaded.
	Make sure you loaded the printable side of the paper correctly for your product.
	If you are printing on thick paper or envelopes, make sure you select the appropriate settings. In Windows, you can also try selecting Short Grain Paper in Extended Settings.
	When manually printing 2-sided, make sure the ink is completely dry before loading the paper.
	Remove each sheet from the output tray as it is printed.
	Avoid handling printouts on glossy paper right after printing to allow the ink to set.
	When vertical banding appears or the paper is smeared, clean the paper path.
	When horizontal banding appears or the top or bottom of the paper is smeared, load paper in the correct direction and slide the edge guides to the edges of the paper.
	If you print on both sides of a sheet of paper, smudges may appear on the reverse side of heavily saturated or dark images. If one side of a sheet will contain a lighter image or text, print that side first. Adjust the density and/or ink drying time settings.
	The ink levels may be low and you may need to refill the ink. Visually check the ink levels.
	Run a nozzle check to see if any of the print head nozzles are clogged. Then clean the print head, if necessary.
	Adjust the print quality in the product software.
	Clean the paper path.
	If you printed when the ink levels were too low to be seen in the ink tank windows, refill the ink tanks to the upper lines and run the Power Cleaning utility. Then run a nozzle check to see if print quality has improved.
	If you have not used the product for a long time, run the Power Cleaning utility.
	Note: Power Cleaning consumes a lot of ink, so run this utility only if you cannot improve print quality by cleaning the print head.


Note: Your product will not operate properly while tilted at an angle. Place it on a flat, stable surface that extends beyond the base of the product in all directions.Related concepts

Print Head Nozzle Check

Print Head Cleaning

Print Head Alignment

Power Cleaning

Related tasks

Checking Ink Levels on Your Product

Selecting Basic Print Settings - Windows

Selecting Basic Print Settings - Mac

Cleaning the Paper Path

Related references

Paper or Media Type Settings

Compatible Epson Papers

Related information

Loading Paper

Refilling Ink"
"1775041687-72","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127537228","https://epson.com/faq/SPT_C11CJ67201~faq-00007f8-et2400?faq_cat=faq-8796127537228","My printout is grainy when I print from any application. What should I do?","See our Windows or Mac how-to video or follow or the instructions below.
If your printouts are grainy, try these solutions:

	Make sure you loaded the printable side of the paper correctly for your product.
	Select a higher print quality setting and turn off any high speed settings in your product software.
	Run a nozzle check to see if any of the print head nozzles are clogged. Then clean the print head, if necessary.
	Align the print head.
	Adjust the print quality in the product software.
	You may need to increase the image resolution or print a smaller size; see your software documentation.
	Note: Images from the Internet may be low resolution and not result in a high quality printout.
	If you enlarged the image size in an image-editing program, you need to increase the image resolution setting to retain a high image quality. Increase the image resolution by the same amount you increase the image size. For example, if the image resolution is 300 dpi (dots per inch) and you will double the image size for printing, change the resolution setting to 600 dpi.
	Note: Higher resolution settings result in larger file sizes, which take longer to process and print. Consider the limitations of your computer system when selecting a resolution, and select the lowest possible resolution that produces acceptable quality to keep file sizes manageable.

Related concepts

Print Head Nozzle Check

Print Head Cleaning

Print Head Alignment

Related tasks

Selecting Basic Print Settings - Windows

Selecting Basic Print Settings - Mac

Related information

Loading Paper"
"1775041689-73","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127537228","https://epson.com/faq/SPT_C11CJ67201~faq-00007f5-et2400?faq_cat=faq-8796127537228","My printout has a slight slant. What should I do?","If your printouts are slanted, try these solutions:      Make sure your paper meets the specifications for your product.    Do not load more than the recommended number of sheets.    Slide the edge guides against the edges of the paper.    Select a higher print quality setting in your printer software.    Turn off any high speed settings in your product software.    Align the print head.    Adjust the print quality.    Make sure the product is not printing while tilted or at an angle.    Related tasks
  Selecting Basic Print Settings - Windows
  Selecting Basic Print Settings - Mac
  Related information
  Loading Paper"
"1775041693-74","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127537228","https://epson.com/faq/SPT_C11CJ67201~faq-000048e-et2400?faq_cat=faq-8796127537228","My printout has lines running through it. What should I do?","See our Windows or Mac how-to video or follow or the instructions below.
If you notice white or dark lines in your prints (also called banding), try these solutions before you reprint:

	Run a nozzle check to see if any of the print head nozzles are clogged. Then clean the print head, if necessary.
	Make sure the paper type setting matches the type of paper you loaded.
	Make sure you loaded the printable side of the paper correctly for your product.
	Turn off any high speed settings in your product software.
	Align the print head. If print quality does not improve after aligning the print head, disable the bidirectional (high speed) setting.
	Adjust the print quality in the product software.
	When horizontal banding appears or the top or bottom of the paper is smeared, load paper in the correct direction and slide the edge guides to the edges of the paper.
	When vertical banding appears or the paper is smeared, clean the paper path.
	You may need to refill the ink. Visually check the ink levels.
	If you have not used the product for a long time, run the Power Cleaning utility.
	Note: Power Cleaning consumes a lot of ink, so run this utility only if you cannot improve print quality by cleaning the print head.

Related concepts

Print Head Nozzle Check

Print Head Cleaning

Print Head Alignment

Power Cleaning

Related tasks

Checking Ink Levels on Your Product

Selecting Basic Print Settings - Windows

Selecting Basic Print Settings - Mac

Related references

Paper or Media Type Settings

Related information

Loading Paper

Refilling Ink"
"1775041696-75","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127537228","https://epson.com/faq/SPT_C11CJ67201~faq-00004b9-shared?faq_cat=faq-8796127537228","How do I reduce the appearance of red eyes in my photos?","Turn on the Fix Red-Eye setting in the printer software or from the product's control panel, if available for your product.        Note: Due to the complexity and nature of some photographs, not all images can be corrected. If the Fix Red-Eye setting does not fix the photo, you need to use a software application such as Adobe Photoshop or Adobe Elements to fix it."
"1775041699-76","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127537228","https://epson.com/faq/SPT_C11CJ67201~faq-00004b8-shared?faq_cat=faq-8796127537228","Web pages don't print the way they appear on my monitor. What should I do?","The pages may not print correctly due to the web page design. Try the following:      Check for a Printer-friendly Version (or similarly named) option on the web page.    Change the page setup and paper size settings, and select the preview option in your browser to check the changes before you print."
"1775041706-77","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127504460","https://epson.com/faq/SPT_C11CJ67201~faq-00004f4-et2400?faq_cat=faq-8796127504460","How do I create a custom paper size for my product in Windows?","Do the following:        Open a photo or document for printing.    Select the print command in your application.    Note: You may need to select a print icon on your screen, the Print option in the File menu, or another command. See your application's help utility for details.      If necessary, select your product name as the printer you want to use.    Note: You may also need to select Properties or Preferences to view your print settings.      You see the Main tab of your printer settings window:       Select User-Defined in the Document Size drop-down list. The User-Defined Paper Size window appears.    Note: If your product has multiple Paper Sources, the User-Defined option may not be available for every Paper Source.      Enter a Paper Size Name and select the Paper Width and Paper Height.    Click Save and OK.    Click OK again. The new size is created, and you can select it from the Document Size drop-down list."
"1775041709-78","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127504460","https://epson.com/faq/SPT_C11CJ67201~faq-00004f2-et2400?faq_cat=faq-8796127504460","Which type of paper can I print on?","You can use plain paper; however, for the best results, you'll want to use one of Epson's special inkjet papers.      Compatible Epson Papers      You can purchase genuine Epson ink and paper at epson.com (U.S. sales) or epson.ca (Canadian sales). You can also purchase supplies from an Epson authorized reseller. To find the nearest one, call 800-GO-EPSON (800-463-7766) in the U.S. or 800-807-7766 in Canada.            Paper Type      Size      Part number      Sheet count              Epson Bright White Premium Paper        Letter (8.5 × 11 inches [216 × 279 mm])      S450218-4      500            Epson Bright White Pro Paper        Letter (8.5 × 11 inches [216 × 279 mm])      S041586      500            Epson Multipurpose Plus Paper        Letter (8.5 × 11 inches [216 × 279 mm])      S450217-4      500            Epson EcoTank Premium Paper        Letter (8.5 × 11 inches [216 × 279 mm])      S041586-ET      500          Epson High Quality Ink Jet Paper      A4 (8.3 × 11.7 inches [210 × 297 mm])      S041117      100          Letter (8.5 × 11 inches [216 × 279 mm])      S041111      100          Epson Photo Paper Glossy      4 × 6 inches (102 × 152 mm)      S041809    S042038        50    100              A4 (8.3 × 11.7 inches [210 × 297 mm])        S041140      20          Letter (8.5 × 11 inches [216 × 279 mm])      S041141      20          Epson Premium Photo Paper Glossy      4 × 6 inches (102 × 152 mm)      S041727      100          5 × 7 inches (127 × 178 mm)      S041464      20          8 × 10 inches (203 × 254 mm)      S041465      20          Letter (8.5 × 11 inches [216 × 279 mm])        S041667          50            Epson Ultra Premium Photo Paper Glossy      4 × 6 inches (102 × 152 mm)      S042181    S042174        60    100            5 × 7 inches (127 × 178 mm)      S041945      20          8 × 10 inches (203 × 254 mm)      S041946      20          Letter (8.5 × 11 inches [216 × 279 mm])      S042182    S042175        25    50            Epson Premium Photo Paper Semi-gloss      4 × 6 inches (102 × 152 mm)      S041982      40          Letter (8.5 × 11 inches [216 × 279 mm])      S041331      20          Epson Presentation Paper Matte      Letter (8.5 × 11 inches [216 × 279 mm])      S041062      100          Epson Premium Presentation Paper Matte      8 × 10 inches (203 × 254 mm)      S041467      50          Letter (8.5 × 11 inches [216 × 279 mm])      S041257      50          Epson Premium Presentation Paper Matte Double-sided      Letter (8.5 × 11 inches [216 × 279 mm])      S041568      50          Epson Value Photo Paper Glossy      Letter (8.5 × 11 inches [216 × 279 mm])      S400031      50            4 × 6 inches (102 × 152 mm)        S400032    S400033      S400034        20    50      100"
"1775041712-79","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127504460","https://epson.com/faq/SPT_C11CJ67201~faq-00007ff-et2400?faq_cat=faq-8796127504460","How do I know which paper or media type to select in my product's driver?","See the table below.      Paper or Media Type Settings            For this paper      Select this paper Type or Media Type setting            Plain paper    Copy paper      Epson Presentation Paper Matte      Epson Bright White Premium Paper      Epson Bright White Pro Paper      Epson Multipurpose Plus Paper      Epson EcoTank Premium Paper        Plain Paper / Bright White Paper          Epson Ultra Premium Photo Paper Glossy      Ultra Premium Photo Paper Glossy          Epson Premium Photo Paper Glossy      Premium Photo Paper Glossy          Epson Photo Paper Glossy    Epson Value Photo Paper Glossy        Photo Paper Glossy          Epson Premium Photo Paper Semi-gloss      Premium Photo Paper Semi-Gloss          Epson Premium Presentation Paper Matte    Epson Premium Presentation Paper Matte Double-sided        Premium Presentation Paper Matte          Envelopes      Envelope"
"1775041715-80","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127504460","https://epson.com/faq/SPT_C11CJ67201~faq-00007f4-et2400?faq_cat=faq-8796127504460","How should I load envelopes?","You can print documents and photos on a variety of paper types and sizes.    Flip the feeder guard forward, then raise the paper support.
  
    Slide the edge guides out all the way.
  
    Pull out the output tray and open the paper stopper.
  
    If you are inserting a stack of paper, fan the sheets first and tap the stack on a flat surface to even the edges.
  
    Note: Do not fan or curl photo paper.      Do one of the following:    Insert paper, glossy or printable side up and short edge first, in the center of the paper support.
  
    Load up to 10 envelopes in the center of the paper support. Load them printable side up and flap edge left.
  
    Load a sheet of loose-leaf or other paper with holes facing as shown.
  
    To load a sheet of paper longer than legal size, close the paper support and flatten the leading edge of the paper as shown.
  
        Slide the edge guides against the paper, but not too tightly. Then flip the feeder guard back.
  
    Always follow these paper loading guidelines:    Load only the recommended number of sheets.    Load paper short edge first, no matter which way your document faces.    Load letterhead or pre-printed paper top edge first.    Do not load paper above the arrow mark inside the edge guide.    If you have trouble loading a stack of envelopes, press each envelope flat before loading it or load one envelope at a time.    Do not load envelopes that are curled, folded, or too thin, or that have plastic windows or exposed adhesive flaps.    Check the paper package for any additional loading instructions.    Do not place objects on the feeder guard. Doing so may prevent paper from feeding.    Do not leave paper in the printer as the paper may curl or the print quality may decline.    If you use paper with binder holes, load only one sheet at a time in only these sizes: Letter (8.5 × 11 inches [216 × 279 mm]), A4 (8.3 × 11.7 inches [210 × 297 mm]), or Legal (8.5 × 14 inches [216 × 356 mm]).    Related references
  Paper Loading Capacity
  Paper Specifications"
